Date,Year,Month,Month_Number,Model,Series,Segment,Region,Unit Price (USD),Units Sold,Total Revenue (USD),Cores,Threads,TDP (Watts),Lithography (nm),Total Cores Shipped,Total Threads Shipped,Est Power Shipped (kW)
2024-07-24,2024,March,3,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,331.0,194959.0,16,24,125,10,5296,7944,41.375
2024-07-25,2024,March,3,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,716.0,274944.0,12,20,125,10,8592,14320,89.5
2024-07-26,2024,March,3,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,852.0,,10,16,125,10,8520,13632,106.5
2024-07-27,2024,March,3,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1368.0,262656.0,6,12,65,10,8208,16416,88.92
2024-07-28,2024,March,3,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,1219.0,134090.0,4,8,60,10,4876,9752,73.14
2024-07-29,2024,March,3,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,624.0,39936.0,2,4,46,10,1248,2496,28.704
2024-07-30,2024,March,3,Celeron G6900,CELERON,DESKTOP,EUROPE,42,393.0,16506.0,2,2,46,10,786,786,18.078
2024-07-31,2024,March,3,Atom C5125,ATOM,EMBEDDED,EUROPE,120,310.0,37200.0,8,8,50,10,2480,2480,15.5
2024-08-01,2024,March,3,Atom C5320,ATOM,EMBEDDED,EUROPE,150,219.0,32850.0,8,8,41,10,1752,1752,8.979
2024-08-01,2023,October,10,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,632.0,182648.0,10,16,125,10,6320,10112,79.0
2024-08-02,2024,March,3,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,357.0,33915.0,8,8,26,14,2856,2856,9.282
2024-08-03,2024,March,3,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,423.0,249147.0,16,24,125,10,6768,10152,52.875
2024-08-04,2024,March,3,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,981.0,376704.0,12,20,125,10,11772,19620,122.625
2024-08-05,2024,March,3,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,1141.0,329749.0,10,16,125,10,11410,18256,142.625
2024-08-06,2024,March,3,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1627.0,312384.0,6,12,65,10,9762,19524,105.755
2024-08-07,2024,March,3,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1487.0,163570.0,4,8,60,10,5948,11896,89.22
2024-08-08,2024,March,3,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,659.0,42176.0,2,4,46,10,1318,2636,30.314
2024-08-09,2024,March,3,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,499.0,20958.0,2,2,46,10,998,998,22.954
2024-08-10,2024,May,5,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,,22764.0,2,2,46,10,1084,1084,24.932
2024-08-10,2024,March,3,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,317.0,38040.0,8,8,50,10,2536,2536,15.85
2024-08-11,2024,March,3,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,254.0,,8,8,41,10,2032,2032,10.414
2024-08-12,2024,March,3,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,448.0,42560.0,8,8,26,14,3584,3584,11.648
2024-08-13,2024,March,3,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,176.0,103664.0,16,24,125,10,2816,4224,22.0
2024-08-14,2024,March,3,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,412.0,158208.0,12,20,125,10,4944,8240,51.5
2024-08-15,2024,March,3,Core i5-12600K,CELERON,DESKTOP,LATIN AMERICA,289,477.0,137853.0,10,16,125,10,4770,7632,59.625
2024-08-16,2024,March,3,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,755.0,144960.0,6,12,65,10,4530,9060,49.075
2024-08-17,2024,March,3,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,738.0,81180.0,4,8,60,10,2952,5904,44.28
2024-08-18,2024,March,3,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,327.0,20928.0,2,4,46,10,654,1308,15.042
2024-08-19,2024,March,3,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,277.0,11634.0,2,2,46,10,554,554,12.742
2024-08-20,2024,March,3,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,148.0,17760.0,8,8,50,10,1184,1184,7.4
2024-08-21,2024,March,3,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,119.0,17850.0,8,8,41,10,952,952,4.879
2024-08-22,2024,March,3,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,199.0,18905.0,8,8,26,14,1592,1592,5.174
2024-08-23,2024,April,4,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,356.0,209684.0,16,24,125,10,5696,8544,44.5
2024-08-24,2024,April,4,Core i7-12700K,CELERON,DESKTOP,NORTH AMERICA,384,739.0,283776.0,12,20,125,10,8868,14780,92.375
2024-08-25,2024,April,4,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,,275417.0,10,16,125,10,9530,15248,119.125
2024-08-26,2024,April,4,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1388.0,266496.0,6,12,65,10,8328,16656,90.22
2024-08-27,2024,April,4,Core i3-12100,CELERON,DESKTOP,NORTH AMERICA,110,1169.0,128590.0,4,8,60,10,4676,9352,70.14
2024-08-28,2024,April,4,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,652.0,41728.0,2,4,46,10,1304,2608,29.992
2024-08-29,2024,April,4,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,481.0,20202.0,2,2,46,10,962,962,22.126
2024-08-30,2024,April,4,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,316.0,37920.0,8,8,50,10,2528,2528,15.8
2024-08-31,2024,April,4,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,264.0,39600.0,8,8,41,10,2112,2112,10.824
2024-09-01,2024,April,4,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,488.0,46360.0,8,8,26,14,3904,3904,12.688
2024-09-03,2024,April,4,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,719.0,276096.0,12,20,125,10,8628,14380,89.875
2024-09-04,2023,December,12,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1731.0,,4,8,60,10,6924,13848,103.86
2024-09-04,2024,April,4,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,913.0,263857.0,10,16,125,10,9130,14608,114.125
2024-09-05,2024,April,4,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1154.0,221568.0,6,12,65,10,6924,13848,75.01
2024-09-06,2024,April,4,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,1223.0,134530.0,4,8,60,10,4892,9784,73.38
2024-09-07,2024,April,4,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,619.0,39616.0,2,4,46,10,1238,2476,28.474
2024-09-08,2024,April,4,Celeron G6900,CELERON,DESKTOP,EUROPE,42,382.0,16044.0,2,2,46,10,764,764,17.572
2024-09-09,2024,April,4,Atom C5125,ATOM,EMBEDDED,EUROPE,120,256.0,30720.0,8,8,50,10,2048,2048,12.8
2024-09-10,2024,April,4,Atom C5320,ATOM,EMBEDDED,EUROPE,150,240.0,36000.0,8,8,41,10,1920,1920,9.84
2024-09-11,2024,April,4,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,413.0,39235.0,8,8,26,14,3304,3304,10.738
2024-09-12,2024,April,4,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,388.0,228532.0,16,24,125,10,6208,9312,48.5
2024-09-13,2024,April,4,Core i7-12700K,CORE I7,DESKTOP,ASIA-PACIFIC,384,783.0,300672.0,12,20,125,10,9396,15660,97.875
2024-09-14,2024,April,4,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,1099.0,317611.0,10,16,125,10,10990,17584,137.375
2024-09-15,2024,April,4,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1708.0,,6,12,65,10,10248,20496,111.02
2024-09-16,2024,April,4,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1480.0,162800.0,4,8,60,10,5920,11840,88.8
2024-09-17,2024,April,4,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,686.0,43904.0,2,4,46,10,1372,2744,31.556
2024-09-18,2024,April,4,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,565.0,23730.0,2,2,46,10,1130,1130,25.99
2024-09-19,2024,April,4,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,384.0,46080.0,8,8,50,10,3072,3072,19.2
2024-09-20,2024,April,4,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,246.0,36900.0,8,8,41,10,1968,1968,10.086
2024-09-21,2024,April,4,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,463.0,43985.0,8,8,26,14,3704,3704,12.038
2024-09-22,2024,April,4,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,210.0,123690.0,16,24,125,10,3360,5040,26.25
2024-09-23,2024,April,4,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,442.0,169728.0,12,20,125,10,5304,8840,55.25
2024-09-24,2024,April,4,Core i5-12600K,CELERON,DESKTOP,LATIN AMERICA,289,529.0,152881.0,10,16,125,10,5290,8464,66.125
2024-09-25,2024,April,4,Core i5-12400,CELERON,DESKTOP,LATIN AMERICA,192,799.0,153408.0,6,12,65,10,4794,9588,51.935
2024-09-26,2024,April,4,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,582.0,64020.0,4,8,60,10,2328,4656,34.92
2024-09-27,2024,April,4,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,,20736.0,2,4,46,10,648,1296,14.904
2024-09-28,2024,April,4,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,266.0,11172.0,2,2,46,10,532,532,12.236
2024-09-29,2024,April,4,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,152.0,18240.0,8,8,50,10,1216,1216,7.6
2024-09-30,2024,April,4,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,122.0,18300.0,8,8,41,10,976,976,5.002
2024-10-01,2024,April,4,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,222.0,21090.0,8,8,26,14,1776,1776,5.772
2024-10-01,2023,October,10,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,784.0,86240.0,4,8,60,10,3136,6272,47.04
2024-10-02,2023,November,11,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,785.0,50240.0,2,4,46,10,1570,3140,36.11
2024-10-02,2024,May,5,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,338.0,199082.0,16,24,125,10,5408,8112,42.25
2024-10-03,2024,May,5,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,749.0,287616.0,12,20,125,10,8988,14980,93.625
2024-10-04,2024,May,5,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,964.0,278596.0,10,16,125,10,9640,15424,120.5
2024-10-06,2024,May,5,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1169.0,128590.0,4,8,60,10,4676,9352,70.14
2024-10-07,2024,May,5,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,737.0,47168.0,2,4,46,10,1474,2948,33.902
2024-10-09,2024,May,5,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,347.0,41640.0,8,8,50,10,2776,2776,17.35
2024-10-10,2024,May,5,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,286.0,42900.0,8,8,41,10,2288,2288,11.726
2024-10-11,2024,May,5,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,461.0,43795.0,8,8,26,14,3688,3688,11.986
2024-10-12,2024,June,6,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,527.0,,8,8,26,14,4216,4216,13.702
2024-10-12,2024,May,5,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,289.0,170221.0,16,24,125,10,4624,6936,36.125
2024-10-13,2024,May,5,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,667.0,256128.0,12,20,125,10,8004,13340,83.375
2024-10-14,2024,May,5,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,902.0,260678.0,10,16,125,10,9020,14432,112.75
2024-10-15,2024,May,5,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1417.0,272064.0,6,12,65,10,8502,17004,92.105
2024-10-16,2024,May,5,Core i3-12100,CELERON,DESKTOP,EUROPE,110,1077.0,118470.0,4,8,60,10,4308,8616,64.62
2024-10-17,2024,May,5,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,488.0,31232.0,2,4,46,10,976,1952,22.448
2024-10-18,2024,May,5,Celeron G6900,CELERON,DESKTOP,EUROPE,42,411.0,17262.0,2,2,46,10,822,822,18.906
2024-10-19,2024,May,5,Atom C5125,ATOM,EMBEDDED,EUROPE,120,263.0,,8,8,50,10,2104,2104,13.15
2024-10-20,2024,May,5,Atom C5320,ATOM,EMBEDDED,EUROPE,150,229.0,34350.0,8,8,41,10,1832,1832,9.389
2024-10-21,2024,May,5,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,393.0,37335.0,8,8,26,14,3144,3144,10.218
2024-10-22,2024,May,5,Core i9-12900K,CELERON,DESKTOP,ASIA-PACIFIC,589,410.0,241490.0,16,24,125,10,6560,9840,51.25
2024-10-23,2024,May,5,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,983.0,377472.0,12,20,125,10,11796,19660,122.875
2024-10-24,2024,May,5,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,1180.0,341020.0,10,16,125,10,11800,18880,147.5
2024-10-25,2024,May,5,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1580.0,303360.0,6,12,65,10,9480,18960,102.7
2024-10-26,2024,May,5,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1259.0,,4,8,60,10,5036,10072,75.54
2024-10-27,2024,May,5,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,640.0,40960.0,2,4,46,10,1280,2560,29.44
2024-10-28,2024,May,5,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,528.0,22176.0,2,2,46,10,1056,1056,24.288
2024-10-29,2024,May,5,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,321.0,38520.0,8,8,50,10,2568,2568,16.05
2024-10-30,2024,May,5,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,259.0,38850.0,8,8,41,10,2072,2072,10.619
2024-10-31,2024,May,5,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,468.0,44460.0,8,8,26,14,3744,3744,12.168
2024-11-01,2024,May,5,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,178.0,104842.0,16,24,125,10,2848,4272,22.25
2024-11-01,2023,October,10,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,425.0,27200.0,2,4,46,10,850,1700,19.55
2024-11-02,2023,November,11,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,542.0,22764.0,2,2,46,10,1084,1084,24.932
2024-11-03,2023,November,11,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,372.0,23808.0,2,4,46,10,744,1488,17.112
2024-11-04,2024,May,5,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,797.0,153024.0,6,12,65,10,4782,9564,51.805
2024-11-06,2024,February,2,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,261.0,31320.0,8,8,50,10,2088,2088,13.05
2024-11-07,2024,May,5,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,233.0,9786.0,2,2,46,10,466,466,10.718
2024-11-08,2024,May,5,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,159.0,19080.0,8,8,50,10,1272,1272,7.95
2024-11-09,2024,May,5,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,,22500.0,8,8,41,10,1200,1200,6.15
2024-11-10,2024,May,5,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,256.0,24320.0,8,8,26,14,2048,2048,6.656
2024-11-11,2024,June,6,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,433.0,255037.0,16,24,125,10,6928,10392,54.125
2024-11-13,2024,June,6,Core i5-12600K,CELERON,DESKTOP,NORTH AMERICA,289,951.0,274839.0,10,16,125,10,9510,15216,118.875
2024-11-14,2024,June,6,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1664.0,319488.0,6,12,65,10,9984,19968,108.16
2024-11-15,2024,June,6,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1490.0,163900.0,4,8,60,10,5960,11920,89.4
2024-11-16,2024,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,671.0,,2,4,46,10,1342,2684,30.866
2024-11-17,2024,June,6,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,539.0,,2,2,46,10,1078,1078,24.794
2024-11-18,2024,June,6,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,308.0,36960.0,8,8,50,10,2464,2464,15.4
2024-11-19,2024,June,6,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,285.0,42750.0,8,8,41,10,2280,2280,11.685
2024-11-20,2024,June,6,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,418.0,39710.0,8,8,26,14,3344,3344,10.868
2024-11-21,2024,June,6,Core i9-12900K,CELERON,DESKTOP,EUROPE,589,312.0,183768.0,16,24,125,10,4992,7488,39.0
2024-11-22,2024,June,6,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,645.0,,12,20,125,10,7740,12900,80.625
2024-11-23,2024,June,6,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,882.0,254898.0,10,16,125,10,8820,14112,110.25
2024-11-24,2024,June,6,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1217.0,233664.0,6,12,65,10,7302,14604,79.105
2024-11-25,2024,June,6,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,972.0,106920.0,4,8,60,10,3888,7776,58.32
2024-11-26,2024,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,568.0,36352.0,2,4,46,10,1136,2272,26.128
2024-11-27,2024,June,6,Celeron G6900,CELERON,DESKTOP,EUROPE,42,412.0,17304.0,2,2,46,10,824,824,18.952
2024-11-28,2024,June,6,Atom C5125,ATOM,EMBEDDED,EUROPE,120,281.0,33720.0,8,8,50,10,2248,2248,14.05
2024-11-29,2024,June,6,Atom C5320,ATOM,EMBEDDED,EUROPE,150,197.0,29550.0,8,8,41,10,1576,1576,8.077
2024-11-30,2024,June,6,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,382.0,,8,8,26,14,3056,3056,9.932
2024-12-01,2023,October,10,Celeron G6900,CELERON,DESKTOP,EUROPE,42,397.0,16674.0,2,2,46,10,794,794,18.262
2024-12-01,2024,June,6,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,433.0,255037.0,16,24,125,10,6928,10392,54.125
2024-12-02,2024,June,6,Core i7-12700K,CORE I7,DESKTOP,ASIA-PACIFIC,384,742.0,284928.0,12,20,125,10,8904,14840,92.75
2024-12-03,2024,June,6,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,1087.0,314143.0,10,16,125,10,10870,17392,135.875
2024-12-05,2024,June,6,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1242.0,136620.0,4,8,60,10,4968,9936,74.52
2024-12-06,2024,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,820.0,52480.0,2,4,46,10,1640,3280,37.72
2024-12-06,2024,February,2,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,194.0,29100.0,8,8,41,10,1552,1552,7.954
2024-12-07,2024,June,6,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,541.0,22722.0,2,2,46,10,1082,1082,24.886
2024-12-07,2024,February,2,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,120.0,18000.0,8,8,41,10,960,960,4.92
2024-12-08,2024,June,6,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,390.0,46800.0,8,8,50,10,3120,3120,19.5
2024-12-09,2024,June,6,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,264.0,39600.0,8,8,41,10,2112,2112,10.824
2024-12-11,2024,June,6,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,734.0,281856.0,12,20,125,10,8808,14680,91.75
2024-12-11,2024,June,6,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,213.0,125457.0,16,24,125,10,3408,5112,26.625
2024-12-12,2024,June,6,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,407.0,,12,20,125,10,4884,8140,50.875
2024-12-13,2024,June,6,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,523.0,151147.0,10,16,125,10,5230,8368,65.375
2024-12-14,2024,June,6,Core i5-12400,CELERON,DESKTOP,LATIN AMERICA,192,771.0,148032.0,6,12,65,10,4626,9252,50.115
2024-12-15,2024,June,6,Core i3-12100,CELERON,DESKTOP,LATIN AMERICA,110,630.0,69300.0,4,8,60,10,2520,5040,37.8
2024-12-16,2024,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,372.0,,2,4,46,10,744,1488,17.112
2024-12-17,2024,June,6,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,290.0,12180.0,2,2,46,10,580,580,13.34
2024-12-18,2024,June,6,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,188.0,22560.0,8,8,50,10,1504,1504,9.4
2024-12-19,2024,June,6,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,117.0,17550.0,8,8,41,10,936,936,4.797
2024-12-20,2024,June,6,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,246.0,23370.0,8,8,26,14,1968,1968,6.396
2024-12-21,2024,July,7,Core i9-12900K,CELERON,DESKTOP,NORTH AMERICA,589,448.0,263872.0,16,24,125,10,7168,10752,56.0
2024-12-22,2024,July,7,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,716.0,274944.0,12,20,125,10,8592,14320,89.5
2024-12-23,2024,July,7,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,918.0,265302.0,10,16,125,10,9180,14688,114.75
2024-12-24,2024,July,7,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1698.0,326016.0,6,12,65,10,10188,20376,110.37
2024-12-25,2024,July,7,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1349.0,148390.0,4,8,60,10,5396,10792,80.94
2024-12-26,2024,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,727.0,46528.0,2,4,46,10,1454,2908,33.442
2024-12-27,2024,July,7,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,470.0,19740.0,2,2,46,10,940,940,21.62
2024-12-28,2024,July,7,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,,43080.0,8,8,50,10,2872,2872,17.95
2024-12-29,2024,July,7,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,240.0,36000.0,8,8,41,10,1920,1920,9.84
2024-12-30,2024,July,7,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,415.0,39425.0,8,8,26,14,3320,3320,10.79
2024-12-31,2024,July,7,Core i9-12900K,CELERON,DESKTOP,EUROPE,589,296.0,174344.0,16,24,125,10,4736,7104,37.0
2025-01-01,2024,July,7,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,722.0,277248.0,12,20,125,10,8664,14440,90.25
2025-01-02,2024,July,7,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,923.0,266747.0,10,16,125,10,9230,14768,115.375
2025-01-05,2024,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,612.0,,2,4,46,10,1224,2448,28.152
2025-01-06,2024,July,7,Celeron G6900,CELERON,DESKTOP,EUROPE,42,425.0,17850.0,2,2,46,10,850,850,19.55
2025-01-08,2024,July,7,Atom C5320,ATOM,EMBEDDED,EUROPE,150,215.0,32250.0,8,8,41,10,1720,1720,8.815
2025-01-09,2025,January,1,Core i3-12100,CELERON,DESKTOP,EUROPE,110,766.0,84260.0,4,8,60,10,3064,6128,45.96
2025-01-09,2024,July,7,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,370.0,35150.0,8,8,26,14,2960,2960,9.62
2025-01-10,2024,July,7,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,424.0,249736.0,16,24,125,10,6784,10176,53.0
2025-01-11,2024,July,7,Core i7-12700K,CORE I7,DESKTOP,ASIA-PACIFIC,384,806.0,309504.0,12,20,125,10,9672,16120,100.75
2025-01-12,2024,July,7,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,1228.0,354892.0,10,16,125,10,12280,19648,153.5
2025-01-13,2024,July,7,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1717.0,329664.0,6,12,65,10,10302,20604,111.605
2025-01-14,2024,July,7,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1315.0,,4,8,60,10,5260,10520,78.9
2025-01-15,2024,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,800.0,51200.0,2,4,46,10,1600,3200,36.8
2025-01-16,2024,July,7,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,552.0,23184.0,2,2,46,10,1104,1104,25.392
2025-01-17,2024,July,7,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,362.0,43440.0,8,8,50,10,2896,2896,18.1
2025-01-18,2024,July,7,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,320.0,,8,8,41,10,2560,2560,13.12
2025-01-19,2024,July,7,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,519.0,49305.0,8,8,26,14,4152,4152,13.494
2025-01-20,2024,July,7,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,,103075.0,16,24,125,10,2800,4200,21.875
2025-01-21,2024,July,7,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,448.0,172032.0,12,20,125,10,5376,8960,56.0
2025-01-22,2024,July,7,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,548.0,158372.0,10,16,125,10,5480,8768,68.5
2025-01-23,2024,July,7,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,752.0,144384.0,6,12,65,10,4512,9024,48.88
2025-01-24,2024,July,7,Core i3-12100,CELERON,DESKTOP,LATIN AMERICA,110,,64680.0,4,8,60,10,2352,4704,35.28
2025-01-25,2024,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,359.0,22976.0,2,4,46,10,718,1436,16.514
2025-01-26,2024,July,7,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,273.0,11466.0,2,2,46,10,546,546,12.558
